Word;PoS;Category;NOUN;VERB;Numbers;PRON;ADV;ADJ
похвалить;VERB;;;;;;;
поход;NOUN;;;;;;;
похоже;ADV;;;;;;;
похороны;NOUN;;;;;;;
поцеловать;VERB;;;;;;;
почасовой;ADJ;;;;;;;
почва;NOUN;;;;;;;
почему;ADV;;;;;;;
починить;VERB;;;;;;;
почистить;VERB;;;;;;;
почта;NOUN;;;;;;;
почтальон;NOUN;Occupation;;;;;;
почти;ADV;;;;;;;
почувствовать;VERB;;;;;;;
пошелохнуться;VERB;;;;;;;
поэзия;NOUN;;;;;;;
поэт;NOUN;Occupation;;;;;;
поэтесса;NOUN;Occupation;;;;;;
поэтому;ADV;;;;;;;
появиться;VERB;;;;;;;
появляться;VERB;;;;;;;
права;NOUN;;;;;;;
правило;NOUN;;;;;;;
правильно;ADV;;;;;;;
правильный;ADJ;;;;;;;
правительство;NOUN;;;;;;;
право;NOUN;;;;;;;
правоохранительный;ADJ;;;;;;;
православие;NOUN;;;;;;;
православный;ADJ;;;;;;;
правый;ADJ;;;;;;;
Прага;NOUN;;;;;;;
праздник;NOUN;;;;;;;
праздновать;VERB;;;;;;;
практика;NOUN;;;;;;;
практиковать;VERB;;;;;;;
практиковаться;VERB;;;;;;;
превратить;VERB;;;;;;;
превратиться;VERB;;;;;;;
превращать;VERB;;;;;;;
превращаться;VERB;;;;;;;
превысить;VERB;;;;;;;
превышать;VERB;;;;;;;
предвзятость;NOUN;;;;;;;
предложение;NOUN;;;;;;;
предмет;NOUN;;;;;;;
предок;NOUN;Family;;;;;;
предоставить;VERB;;;;;;;
предоставлять;VERB;;;;;;;
предотвратить;VERB;;;;;;;
предотвращение;NOUN;;;;;;;
предполётный;ADJ;;;;;;;
предпочесть;VERB;;;;;;;
предпочитать;VERB;;;;;;;
предприниматель;NOUN;Occupation;;;;;;
предпринимательница;NOUN;Occupation;;;;;;
предпринимательство;NOUN;;;;;;;
предпринимать;VERB;;;;;;;
предпринять;VERB;;;;;;;
предприятие;NOUN;;;;;;;
председатель;NOUN;;;;;;;
председательница;NOUN;;;;;;;
представитель;NOUN;;;;;;;
представительница;NOUN;;;;;;;
представлять;VERB;;;;;;;
предупредить;VERB;;;;;;;
предупреждать;VERB;;;;;;;
предупреждение;NOUN;;;;;;;
предчувствие;NOUN;;;;;;;
предъявить;VERB;;;;;;;
предъявлять;VERB;;;;;;;
презентация;NOUN;;;;;;;
президент;NOUN;Occupation;;;;;;
преимущество;NOUN;;;;;;;
прекрасно;ADV;;;;;;;
прекрасный;ADJ;;;;;;;
премьера;NOUN;;;;;;;
преодолевать;VERB;;;;;;;
преподаватель;NOUN;Occupation;;;;;;
преподавательница;NOUN;Occupation;;;;;;
преподавать;VERB;;;;;;;
пресса;NOUN;;;;;;;
престижно;ADV;;;;;;;
престижный;ADJ;;;;;;;
преступление;NOUN;;;;;;;
преступник;NOUN;;;;;;;
преступница;NOUN;;;;;;;
преступность;NOUN;;;;;;;
прибавка;NOUN;;;;;;;
приближать;VERB;;;;;;;
приближаться;VERB;;;;;;;
приблизить;VERB;;;;;;;
приблизиться;VERB;;;;;;;
прибор;NOUN;;;;;;;
прибывать;VERB;;;;;;;
прибыль;NOUN;;;;;;;
прибыльный;ADJ;;;;;;;
привет;NOUN;;;;;;;
приветливый;ADJ;;;;;;;
приветствовать;VERB;;;;;;;
привлекательный;ADJ;;;;;;;
привлекать;VERB;;;;;;;
привлечь;VERB;;;;;;;
привыкать;VERB;;;;;;;
привыкнуть;VERB;;;;;;;
привычка;NOUN;;;;;;;
пригласить;VERB;;;;;;;
приглашать;VERB;;;;;;;
приглашение;NOUN;;;;;;;
приговор;NOUN;;;;;;;
пригодиться;VERB;;;;;;;
пригород;NOUN;;;;;;;
приготовить;VERB;;;;;;;
придумать;VERB;;;;;;;
придумывать;VERB;;;;;;;
приезжать;VERB;;;;;;;
приезжий;NOUN, ADJ;;;;;;;
приехать;VERB;;;;;;;
приз;NOUN;;;;;;;
призвать;VERB;;;;;;;
приземлиться;VERB;;;;;;;
признавать;VERB;;;;;;;
признать;VERB;;;;;;;
призывать;VERB;;;;;;;
прийти;VERB;;;;;;;
прийтись;VERB;;;;;;;
приказ;NOUN;;;;;;;
приключение;NOUN;;;;;;;
прикосновение;NOUN;;;;;;;
прикоснуться;VERB;;;;;;;
прилетать;VERB;;;;;;;
прилететь;VERB;;;;;;;
прилив;NOUN;;;;;;;
применение;NOUN;;;;;;;
применить;VERB;;;;;;;
применять;VERB;;;;;;;
пример;NOUN;;;;;;;
примерить;VERB;;;;;;;
принадлежать;VERB;;;;;;;
принадлежность;NOUN;;;;;;;
принести;VERB;;;;;;;
принимать;VERB;;;;;;;
приносить;VERB;;;;;;;
принять;VERB;;;;;;;
приобрести;VERB;;;;;;;
приобретать;VERB;;;;;;;
природный;ADJ;;;;;;;
прислушиваться;VERB;;;;;;;
присматривать;VERB;;;;;;;
присматриваться;VERB;;;;;;;
присоединить;VERB;;;;;;;
присоединиться;VERB;;;;;;;
присоединять;VERB;;;;;;;
присоединяться;VERB;;;;;;;
пристань;NOUN;;;;;;;
присяжный;NOUN, ADJ;;;;;;;
приучать;VERB;;;;;;;
приучить;VERB;;;;;;;
приходить;VERB;;;;;;;
приходиться;VERB;;;;;;;
причалить;VERB;;;;;;;
причинить;VERB;;;;;;;
причинять;VERB;;;;;;;
приятно;ADV;;;;;;;
приятный;ADJ;;;;;;;
пробка;NOUN;;;;;;;
проблема;NOUN;;;;;;;
провал;NOUN;;;;;;;
проверить;VERB;;;;;;;
проверять;VERB;;;;;;;
провести;VERB;;;;;;;
провинциальный;ADJ;;;;;;;
проводить;VERB;;;;;;;
провожать;VERB;;;;;;;
прогнозировать;VERB;;;;;;;
программа;NOUN;;;;;;;
программист;NOUN;Occupation;;;;;;
прогул;NOUN;;;;;;;
прогуливать;VERB;;;;;;;
прогулка;NOUN;;;;;;;
прогулять;VERB;;;;;;;
продавать;VERB;;;;;;;
продавец;NOUN;Occupation;;;;;;
продавщица;NOUN;Occupation;;;;;;
продажа;NOUN;;;;;;;
продвигать;VERB;;;;;;;
продвигаться;VERB;;;;;;;
продвинуть;VERB;;;;;;;
продвинуться;VERB;;;;;;;
продолжительность;NOUN;;;;;;;
продолжить;VERB;;;;;;;
продукт;NOUN;;;;;;;
проект;NOUN;;;;;;;
проживать;VERB;;;;;;;
прожиточный;ADJ;;;;;;;
прожить;VERB;;;;;;;
проза;NOUN;;;;;;;
проиграть;VERB;;;;;;;
проигрывать;VERB;;;;;;;
произведение;NOUN;;;;;;;
произвести;VERB;;;;;;;
производить;VERB;;;;;;;
производство;NOUN;;;;;;;
произнести;VERB;;;;;;;
произносить;VERB;;;;;;;
происходить;VERB;;;;;;;
прокатиться;VERB;;;;;;;
проклятый;ADJ;;;;;;;
прокормить;VERB;;;;;;;
прокуратура;NOUN;;;;;;;
прокурор;NOUN;Occupation;;;;;;
промышленность;NOUN;;;;;;;
промышленный;ADJ;;;;;;;
пропавший;ADJ;;;;;;;
пропасть;NOUN;;;;;;;
пропуск;NOUN;;;;;;;
пропускать;VERB;;;;;;;
пропустить;VERB;;;;;;;
прорвать;VERB;;;;;;;
просить;VERB;;;;;;;
просмотр;NOUN;;;;;;;
проснуться;VERB;;;;;;;
проспект;NOUN;;;;;;;
простить;VERB;;;;;;;
просто;ADV;;;;;;;
простой;ADJ;;;;;;;
просыпаться;VERB;;;;;;;
противник;NOUN;;;;;;;
противно;ADV;;;;;;;
противостоять;VERB;;;;;;;
профессиональный;ADJ;;;;;;;
профессор;NOUN;Occupation;;;;;;
профинансировать;VERB;;;;;;;
прохладно;ADV;;;;;;;
прохладный;ADJ;;;;;;;
проход;NOUN;;;;;;;
прохожий;NOUN, ADJ;;;;;;;
процветать;VERB;;;;;;;
процент;NOUN;;;;;;;
процесс;NOUN;;;;;;;
прочитать;VERB;;;;;;;
прошедший;ADJ;;;;;;;
прошлое;NOUN;;;;;;;
прошлый;ADJ;;;;;;;
прощать;VERB;;;;;;;
прощаться;VERB;;;;;;;
проявить;VERB;;;;;;;
проявлять;VERB;;;;;;;
пруд;NOUN;;;;;;;
прыгнуть;VERB;;;;;;;
прыжок;NOUN;;;;;;;
прямо;ADV;;;;;;;
прямой;ADJ;;;;;;;
прятаться;VERB;;;;;;;
птица;NOUN;Animals;;;;;;
пугать;VERB;;;;;;;
пульт;NOUN;;;;;;;
пуля;NOUN;;;;;;;
пусто;ADV;;;;;;;
пустыня;NOUN;;;;;;;
путать;VERB;;;;;;;
путёвка;NOUN;;;;;;;
путешествие;NOUN;;;;;;;
путешествовать;VERB;;;;;;;
путь;NOUN;;;;;;;
пуф;NOUN;;;;;;;
пушистый;ADJ;;;;;;;
пушка;NOUN;;;;;;;
пчела;NOUN;Animals;;;;;;
пытаться;VERB;;;;;;;
пьяница;NOUN;;;;;;;
пьянство;NOUN;;;;;;;
пьяный;ADJ;;;;;;;
пятёрка;NOUN;;;;;;;
пятнадцать;Number;;;;;;;
пятнистый;ADJ;;;;;;;
пятница;NOUN;;;;;;;
пятно;NOUN;;;;;;;
пятый;Number;;;;;;;
пять;Number;;;;;;;
пятьдесят;Number;;;;;;;
пятьсот;Number;;;;;;;
работа;NOUN;;;;;;;
работать;VERB;;;;;;;
работник;NOUN;;;;;;;
работница;NOUN;;;;;;;
работодатель;NOUN;;;;;;;
работоспособность;NOUN;;;;;;;
рабочий;NOUN, ADJ;;;;;;;
равно;ADV;;;;;;;
равнодушие;NOUN;;;;;;;
равнодушный;ADJ;;;;;;;
равноправие;NOUN;;;;;;;
равнять;VERB;;;;;;;
равняться;VERB;;;;;;;
радио;NOUN;;;;;;;
радоваться;VERB;;;;;;;
радостно;ADV;;;;;;;
радостный;ADJ;;;;;;;
радуга;NOUN;;;;;;;
разбираться;VERB;;;;;;;
разбитый;ADJ;;;;;;;
разбогатеть;VERB;;;;;;;
разбойный;ADJ;;;;;;;
разбудить;VERB;;;;;;;
развалившийся;ADJ;;;;;;;
разведенный;ADJ;;;;;;;
развивать;VERB;;;;;;;
развивающийся;ADJ;;;;;;;
развитый;ADJ;;;;;;;
развить;VERB;;;;;;;
разговаривать;VERB;;;;;;;
разговор;NOUN;;;;;;;
разгружать;VERB;;;;;;;
раздеваться;VERB;;;;;;;
разделение;NOUN;;;;;;;
разделить;VERB;;;;;;;
разделиться;VERB;;;;;;;
различать;VERB;;;;;;;
различить;VERB;;;;;;;
размер;NOUN;;;;;;;
разместить;VERB;;;;;;;
размещать;VERB;;;;;;;
размять;VERB;;;;;;;
разница;NOUN;;;;;;;
разнообразный;ADJ;;;;;;;
разносторонний;ADJ;;;;;;;
разный;ADJ;;;;;;;
разобраться;VERB;;;;;;;
разойтись;VERB;;;;;;;
разочаровать;VERB;;;;;;;
разочароваться;VERB;;;;;;;
разочаровывать;VERB;;;;;;;
разочаровываться;VERB;;;;;;;
разрешать;VERB;;;;;;;
разрешение;NOUN;;;;;;;
разрешить;VERB;;;;;;;
разрушать;VERB;;;;;;;
разрушить;VERB;;;;;;;
район;NOUN;;;;;;;
рак;NOUN;Animals;;;;;;
ракета;NOUN;;;;;;;
раковина;NOUN;;;;;;;
рано;ADV;;;;;;;
раньше;ADV;;;;;;;
раскрывать;VERB;;;;;;;
раскрыть;VERB;;;;;;;
распад;NOUN;;;;;;;
расписание;NOUN;;;;;;;
расположение;NOUN;;;;;;;
расположенный;ADJ;;;;;;;
распределение;NOUN;;;;;;;
распространение;NOUN;;;;;;;
рассвет;NOUN;;;;;;;
расселение;NOUN;;;;;;;
рассказ;NOUN;;;;;;;
рассказать;VERB;;;;;;;
рассказывать;VERB;;;;;;;
расслоение;NOUN;;;;;;;
рассмеяться;VERB;;;;;;;
расстояние;NOUN;;;;;;;
расстрел;NOUN;;;;;;;
расстроенный;ADJ;;;;;;;
расстройство;NOUN;;;;;;;
рассудить;VERB;;;;;;;
рассуждать;VERB;;;;;;;
рассуждение;NOUN;;;;;;;
рассчитывать;VERB;;;;;;;
рассылка;NOUN;;;;;;;
растапливаться;VERB;;;;;;;
растение;NOUN;;;;;;;
расти;VERB;;;;;;;
растительный;ADJ;;;;;;;
расход;NOUN;;;;;;;
расходиться;VERB;;;;;;;
расцвести;VERB;;;;;;;
расцветать;VERB;;;;;;;
расчёска;NOUN;;;;;;;
расчёт;NOUN;;;;;;;
расширение;NOUN;;;;;;;
расширять;VERB;;;;;;;
рацион;NOUN;;;;;;;
реагировать;VERB;;;;;;;
реализовать;VERB;;;;;;;
реализовывать;VERB;;;;;;;
ребёнок;NOUN;;;;;;;
регистрация;NOUN;;;;;;;
регулировать;VERB;;;;;;;
регулярный;ADJ;;;;;;;
редакция;NOUN;;;;;;;
редкий;ADJ;;;;;;;
редко;ADV;;;;;;;
резина;NOUN;;;;;;;
резкий;ADJ;;;;;;;
результат;NOUN;;;;;;;
рейс;NOUN;;;;;;;
рейтинг;NOUN;;;;;;;
река;NOUN;;;;;;;
реклама;NOUN;;;;;;;
рекомендовать;VERB;;;;;;;
религиозный;ADJ;;;;;;;
религия;NOUN;;;;;;;
ремень;NOUN;Clothing;;;;;;
ремонт;NOUN;;;;;;;
ремонтировать;VERB;;;;;;;
репертуар;NOUN;;;;;;;
репетитор;NOUN;;;;;;;
респондент;NOUN;;;;;;;
республика;NOUN;;;;;;;
ресторан;NOUN;;;;;;;
рецензия;NOUN;;;;;;;
рецепт;NOUN;;;;;;;
решать;VERB;;;;;;;
решить;VERB;;;;;;;
Рим;NOUN;;;;;;;
рис;NOUN;;;;;;;
рисковать;VERB;;;;;;;
рисовать;VERB;;;;;;;
рисунок;NOUN;;;;;;;
робот;NOUN;;;;;;;
род;NOUN;;;;;;;
родина;NOUN;;;;;;;
родитель;NOUN;Family;;;;;;
родить;VERB;;;;;;;
родиться;VERB;;;;;;;
родной;ADJ;;;;;;;
родственник;NOUN;Family;;;;;;
родственница;NOUN;Family;;;;;;
рождаемость;NOUN;;;;;;;
рождение;NOUN;;;;;;;
рождество;NOUN;;;;;;;
розовый;ADJ;Color;;;;;;
розыск;NOUN;;;;;;;
рок;NOUN;;;;;;;
роман;NOUN;;;;;;;
российский;ADJ;;;;;;;
Россия;NOUN;Countries;;;;;;
россиянин;NOUN;Nationality;;;;;;
россиянка;NOUN;Nationality;;;;;;
рост;NOUN;;;;;;;
рот;NOUN;;;;;;;
рубашка;NOUN;Clothing;;;;;;
рубль;NOUN;;;;;;;
ругаться;VERB;;;;;;;
рука;NOUN;;;;;;;
руководитель;NOUN;;;;;;;
руководительница;NOUN;;;;;;;
руководить;VERB;;;;;;;
руководство;NOUN;;;;;;;
руководящий;ADJ;;;;;;;
руль;NOUN;;;;;;;
румын;NOUN;Nationality;;;;;;
Румыния;NOUN;Countries;;;;;;
румынка;NOUN;Nationality;;;;;;
русская;NOUN, ADJ;;;;;;;
русский;NOUN, ADJ;;;;;;;
русый;ADJ;Color;;;;;;
ручей;NOUN;;;;;;;
ручка;NOUN;;;;;;;
рушиться;VERB;;;;;;;
рыба;NOUN;Animals;;;;;;
рыбак;NOUN;Occupation;;;;;;
рыбалка;NOUN;;;;;;;
рыжий;ADJ;Color;;;;;;
рыло;NOUN;;;;;;;
рынок;NOUN;;;;;;;
рыночный;ADJ;;;;;;;
рыцарь;NOUN;;;;;;;
рюкзак;NOUN;;;;;;;
ряд;NOUN;;;;;;;
рядом;ADV;;;;;;;
сад;NOUN;;;;;;;
садиться;VERB;;;;;;;
садовник;NOUN;Occupation;;;;;;
сажать;VERB;;;;;;;
сайт;NOUN;;;;;;;
саксофон;NOUN;;;;;;;
салат;NOUN;Vegetables;;;;;;
сам;PRON;;;;;;;
сама;PRON;;;;;;;
самая;PRON;;;;;;;
сами;PRON;;;;;;;
само;PRON;;;;;;;
самобичевание;NOUN;;;;;;;
самобытность;NOUN;;;;;;;
самовар;NOUN;;;;;;;
самовыражаться;VERB;;;;;;;
самое;PRON;;;;;;;
самозащита;NOUN;;;;;;;
самолёт;NOUN;Transport;;;;;;
самосовершенствоваться;VERB;;;;;;;
самосознание;NOUN;;;;;;;
самостоятельный;ADJ;;;;;;;
самоутверждение;NOUN;;;;;;;
самочувствие;NOUN;;;;;;;
самые;PRON;;;;;;;
самый;PRON;;;;;;;
сандалии;NOUN;Clothing;;;;;;
санки;NOUN;;;;;;;
сантехник;NOUN;Occupation;;;;;;
сантиметр;NOUN;;;;;;;
Сантьяго;NOUN;;;;;;;
сапоги;NOUN;Clothing;;;;;;
сахар;NOUN;;;;;;;
сбиться;VERB;;;;;;;
сбоку;ADV;;;;;;;
сведение;NOUN;;;;;;;
свекла;NOUN;Vegetables;;;;;;
свёкор;NOUN;Family;;;;;;
свекровь;NOUN;Family;;;;;;
сверстник;NOUN;;;;;;;
сверстница;NOUN;;;;;;;
сверху;ADV;;;;;;;
свет;NOUN;;;;;;;
светить;VERB;;;;;;;
светиться;VERB;;;;;;;
светло;ADV;;;;;;;
светлый;ADJ;Color;;;;;;
светофор;NOUN;;;;;;;
свеча;NOUN;;;;;;;
свидание;NOUN;;;;;;;
свидетель;NOUN;;;;;;;
свидетельница;NOUN;;;;;;;
свинья;NOUN;Animals;;;;;;
свистеть;VERB;;;;;;;
свитер;NOUN;Clothing;;;;;;
свиток;NOUN;;;;;;;
свободно;ADV;;;;;;;
свободный;ADJ;;;;;;;
своё;PRON;;;;;;;
свои;PRON;;;;;;;
свой;PRON;;;;;;;
свойство;NOUN;;;;;;;
своя;PRON;;;;;;;
связанный;ADJ;;;;;;;
связать;VERB;;;;;;;
связывать;VERB;;;;;;;
священник;NOUN;Occupation;;;;;;
сгущаться;VERB;;;;;;;
сдавать;VERB;;;;;;;
сдать;VERB;;;;;;;
сдача;NOUN;;;;;;;
сделать;VERB;;;;;;;
сеанс;NOUN;;;;;;;
себя;PRON;;;;;;;
север;NOUN;;;;;;;
сегодня;ADV;;;;;;;
седой;ADJ;Color;;;;;;
седьмой;Number;;;;;;;
сейчас;ADV;;;;;;;
секрет;NOUN;;;;;;;
секретарь;NOUN;Occupation;;;;;;
секретность;NOUN;;;;;;;
секунда;NOUN;;;;;;;
село;NOUN;;;;;;;
сельский;ADJ;;;;;;;
семейный;ADJ;;;;;;;
семнадцать;Number;;;;;;;
семь;Number;;;;;;;
семьдесят;Number;;;;;;;
семьсот;Number;;;;;;;
семья;NOUN;Family;;;;;;
сентябрь;NOUN;;;;;;;
Сербия;NOUN;Countries;;;;;;
сердито;ADV;;;;;;;
сердиться;VERB;;;;;;;
сердце;NOUN;;;;;;;
серебро;NOUN;;;;;;;
середина;NOUN;;;;;;;
серый;ADJ;Color;;;;;;
серьезно;ADV;;;;;;;
сессия;NOUN;;;;;;;
сестра;NOUN;Family;;;;;;
сесть;VERB;;;;;;;
сеть;NOUN;;;;;;;
сжигание;NOUN;;;;;;;
сзади;ADV;;;;;;;
сигара;NOUN;;;;;;;
сигарета;NOUN;;;;;;;
сидеть;VERB;;;;;;;
Сидней;NOUN;;;;;;;
сила;NOUN;;;;;;;
сильно;ADV;;;;;;;
сильный;ADJ;;;;;;;
симпатичный;ADJ;;;;;;;
синий;ADJ;Color;;;;;;
сироп;NOUN;;;;;;;
сказать;VERB;;;;;;;
сказка;NOUN;;;;;;;
скала;NOUN;;;;;;;
скамейка;NOUN;;;;;;;
скважина;NOUN;;;;;;;
сквер;NOUN;;;;;;;
скейтборд;NOUN;;;;;;;
скидка;NOUN;;;;;;;
сколько;ADV;;;;;;;
скорая;NOUN;;;;;;;
скорее;ADV;;;;;;;
скоро;ADV;;;;;;;
скоростной;ADJ;;;;;;;
скорый;NOUN, ADJ;;;;;;;
скрипка;NOUN;;;;;;;
скромно;ADV;;;;;;;
скучно;ADV;;;;;;;
слабо;ADV;;;;;;;
слабый;ADJ;;;;;;;
слава;NOUN;;;;;;;
славянский;ADJ;;;;;;;
сладкий;ADJ;;;;;;;
сладко;ADV;;;;;;;
сладость;NOUN;;;;;;;
слайд;NOUN;;;;;;;
слева;ADV;;;;;;;
след;NOUN;;;;;;;
следить;VERB;;;;;;;
следователь;NOUN;Occupation;;;;;;
следовать;VERB;;;;;;;
следствие;NOUN;;;;;;;
следующий;ADJ;;;;;;;
слезать;VERB;;;;;;;
слезть;VERB;;;;;;;
слива;NOUN;Fruits;;;;;;
сливки;NOUN;;;;;;;
слишком;ADV;;;;;;;
слияние;NOUN;;;;;;;
словарь;NOUN;;;;;;;
слово;NOUN;;;;;;;
слог;NOUN;;;;;;;
сложиться;VERB;;;;;;;
сложно;ADV;;;;;;;
сложный;ADJ;;;;;;;
сломанный;ADJ;;;;;;;
сломаться;VERB;;;;;;;
слон;NOUN;Animals;;;;;;
служанка;NOUN;Occupation;;;;;;
служащая;NOUN;;;;;;;
служащий;NOUN;;;;;;;
служба;NOUN;;;;;;;
служебный;ADJ;;;;;;;
служить;VERB;;;;;;;
случайно;ADV;;;;;;;
слушать;VERB;;;;;;;
слышать;VERB;;;;;;;
слышно;ADV;;;;;;;
смело;ADV;;;;;;;
смена;NOUN;;;;;;;
смертелый;ADJ;;;;;;;
смертность;NOUN;;;;;;;
сметана;NOUN;;;;;;;
смех;NOUN;;;;;;;
смешивать;VERB;;;;;;;
смешно;ADV;;;;;;;
смешной;ADJ;;;;;;;
смеяться;VERB;;;;;;;
смородина;NOUN;Fruits;;;;;;
смотреть;VERB;;;;;;;
смочь;VERB;;;;;;;
смутиться;VERB;;;;;;;
смущаться;VERB;;;;;;;
смысл;NOUN;;;;;;;
снаружи;ADV;;;;;;;
сначала;ADV;;;;;;;
снег;NOUN;;;;;;;
снеговик;NOUN;;;;;;;
снежок;NOUN;;;;;;;
снижаться;VERB;;;;;;;
снизу;ADV;;;;;;;
снимать;VERB;;;;;;;
снова;ADV;;;;;;;
сносить;VERB;;;;;;;
сноуборд;NOUN;Sport;;;;;;
собака;NOUN;Animals;;;;;;
собеседование;NOUN;;;;;;;
собирать;VERB;;;;;;;
собрание;NOUN;;;;;;;
собственник;NOUN;;;;;;;
собственный;ADJ;;;;;;;
совершать;VERB;;;;;;;
совершить;VERB;;;;;;;
совет;NOUN;;;;;;;
советовать;VERB;;;;;;;
совещание;NOUN;;;;;;;
совместимый;ADJ;;;;;;;
соврать;VERB;;;;;;;
современный;ADJ;;;;;;;
совсем;ADV;;;;;;;
согласие;NOUN;;;;;;;
согласный;ADJ;;;;;;;
соглашаться;VERB;;;;;;;
согреться;VERB;;;;;;;
созвать;VERB;;;;;;;
создавать;VERB;;;;;;;
создание;NOUN;;;;;;;
создатель;NOUN;;;;;;;
сознаваться;VERB;;;;;;;
сознание;NOUN;;;;;;;
сок;NOUN;;;;;;;
сокращать;VERB;;;;;;;
сокращаться;VERB;;;;;;;
сокровище;NOUN;;;;;;;
солёный;ADJ;;;;;;;
солнечно;ADV;;;;;;;
солнечный;ADJ;;;;;;;
солнце;NOUN;;;;;;;
соль;NOUN;;;;;;;
сомневаться;VERB;;;;;;;
сон;NOUN;;;;;;;
сообщать;VERB;;;;;;;
сообщение;NOUN;;;;;;;
соответственно;ADV;;;;;;;
соотношение;NOUN;;;;;;;
сопровождать;VERB;;;;;;;
сорить;VERB;;;;;;;
сорок;Number;;;;;;;
сосед;NOUN;;;;;;;
соседка;NOUN;;;;;;;
сосиска;NOUN;;;;;;;
сослать;VERB;;;;;;;
сосредоточиться;VERB;;;;;;;
составить;VERB;;;;;;;
составлять;VERB;;;;;;;
составляющая;NOUN, ADJ;;;;;;;
составляющий;ADJ;;;;;;;
составляющий;ADJ;;;;;;;
состояние;NOUN;;;;;;;
состоятельный;ADJ;;;;;;;
состоять;VERB;;;;;;;
состояться;VERB;;;;;;;
сотня;NOUN;;;;;;;
сотовый;ADJ;;;;;;;
сотрудник;NOUN;;;;;;;
сотрудница;NOUN;;;;;;;
соус;NOUN;;;;;;;
сохранить;VERB;;;;;;;
сохраниться;VERB;;;;;;;
сохранять;VERB;;;;;;;
сохраняться;VERB;;;;;;;
соцзащита;NOUN;;;;;;;
социальный;ADJ;;;;;;;
сочетание;NOUN;;;;;;;
сочинение;NOUN;;;;;;;
спальный;ADJ;;;;;;;
спальня;NOUN;House;;;;;;
спать;VERB;;;;;;;
сперва;ADV;;;;;;;
спереди;ADV;;;;;;;
спеть;VERB;;;;;;;
специально;ADV;;;;;;;
специальный;ADJ;;;;;;;
спешить;VERB;;;;;;;
спина;NOUN;;;;;;;
спичка;NOUN;;;;;;;
спокойно;ADV;;;;;;;
спокойный;ADJ;;;;;;;
спокойствие;NOUN;;;;;;;
спорт;NOUN;Sport;;;;;;
спортзал;NOUN;Sport;;;;;;
спортивный;ADJ;;;;;;;
спортсмен;NOUN;Sport;;;;;;
спортсменка;NOUN;Sport;;;;;;
способ;NOUN;;;;;;;
способность;NOUN;;;;;;;
справа;ADV;;;;;;;
справедливый;ADJ;;;;;;;
справиться;VERB;;;;;;;
справка;NOUN;;;;;;;
справляться;VERB;;;;;;;
справочная;NOUN, ADJ;;;;;;;
справочник;NOUN;;;;;;;
спрашивать;VERB;;;;;;;
спрогнозировать;VERB;;;;;;;
спрос;NOUN;;;;;;;
спросить;VERB;;;;;;;
спрятать;VERB;;;;;;;
спустя;ADV;;;;;;;
сражаться;VERB;;;;;;;
сражение;NOUN;;;;;;;
сразу;ADV;;;;;;;
среда;NOUN;;;;;;;
среди;ADV;;;;;;;
средне;ADV;;;;;;;
средний;ADJ;;;;;;;
средства;NOUN;;;;;;;
срок;NOUN;;;;;;;
срочно;ADV;;;;;;;
ссориться;VERB;;;;;;;
ссылать;VERB;;;;;;;
ставить;VERB;;;;;;;
стадион;NOUN;Sport;;;;;;
стажировка;NOUN;;;;;;;
стакан;NOUN;;;;;;;
сталкиваться;VERB;;;;;;;
Стамбул;NOUN;;;;;;;
становиться;VERB;;;;;;;
станция;NOUN;;;;;;;
старение;NOUN;;;;;;;
стареть;VERB;;;;;;;
старинный;ADJ;;;;;;;
старомодный;ADJ;;;;;;;
старший;ADJ;;;;;;;
старый;ADJ;;;;;;;
стать;VERB;;;;;;;
статья;NOUN;;;;;;;
стекло;NOUN;;;;;;;
стеллаж;NOUN;Furniture;;;;;;
стена;NOUN;House;;;;;;
стенд;NOUN;;;;;;;
стимул;NOUN;;;;;;;
стих;NOUN;;;;;;;
стихотворение;NOUN;;;;;;;
сто;Number;;;;;;;
стоить;VERB;;;;;;;
Стокгольм;NOUN;;;;;;;
стол;NOUN;Furniture;;;;;;
столица;NOUN;;;;;;;
столкнуться;VERB;;;;;;;
столовая;NOUN;House;;;;;;
столько;ADV;;;;;;;
стоматолог;NOUN;Occupation;;;;;;
сторонник;NOUN;;;;;;;
сторонница;NOUN;;;;;;;
стоя;ADV;;;;;;;
стоянка;NOUN;;;;;;;
стоять;VERB;;;;;;;
страдание;NOUN;;;;;;;
страдать;VERB;;;;;;;
стражник;NOUN;;;;;;;
стражница;NOUN;;;;;;;
страна;NOUN;;;;;;;
страница;NOUN;;;;;;;
странно;ADV;;;;;;;
страсть;NOUN;;;;;;;
страх;NOUN;;;;;;;
страшно;ADV;;;;;;;
страшный;ADJ;;;;;;;
стрелять;VERB;;;;;;;
стремительно;ADV;;;;;;;
стремиться;VERB;;;;;;;
строго;ADV;;;;;;;
студент;NOUN;;;;;;;
студентка;NOUN;;;;;;;
стул;NOUN;Furniture;;;;;;
стыдно;ADV;;;;;;;
стюард;NOUN;Occupation;;;;;;
стюардесса;NOUN;Occupation;;;;;;
стянуть;VERB;;;;;;;
суббота;NOUN;;;;;;;
субсидия;NOUN;;;;;;;
субъект;NOUN;;;;;;;
сувенир;NOUN;;;;;;;
суд;NOUN;;;;;;;
судебный;ADJ;;;;;;;
судить;VERB;;;;;;;
судьба;NOUN;;;;;;;
судья;NOUN;;;;;;;
суетиться;VERB;;;;;;;
